page	section	item	key	field	en	ms	content_type	translatable	render	ms_status	en_chars	ms_chars	len_ratio	glossary_hits	draft	placeholder	correction	has_image	image_ref
blog	posts	25 · watching-you-bloom-and-grow	blog.posts[25].date	date	2019-12-16		non-copy	FALSE	js	en-only	10				FALSE	FALSE		FALSE	
blog	posts	25 · watching-you-bloom-and-grow	blog.posts[25].category	category	Notices		label	TRUE	js	en-only	7				FALSE	FALSE		FALSE	
blog	posts	25 · watching-you-bloom-and-grow	blog.posts[25].excerpt	excerpt	A heartfelt thank-you to Rafiq, celebrating how far he has come in defying the challenges of developmental delays.		body	TRUE	js	en-only	114				FALSE	FALSE		FALSE	
blog	posts	25	blog.posts[25].tags[0]	tags	testimonial		list-item	TRUE	js	en-only	11				FALSE	FALSE		FALSE	
blog	posts	25	blog.posts[25].tags[1]	tags	gratitude		list-item	TRUE	js	en-only	9				FALSE	FALSE		FALSE	
blog	posts	25 · watching-you-bloom-and-grow	blog.posts[25].localUrl	localUrl	./post-watching-you-bloom-and-grow.html		non-copy	FALSE	js	en-only	39				FALSE	FALSE		FALSE	
blog	posts	26 · eip-group-parenting-class-dec-2019	blog.posts[26].id	id	eip-group-parenting-class-dec-2019		non-copy	FALSE	js	en-only	34			Parent	FALSE	FALSE		TRUE	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg
blog	posts	26 · eip-group-parenting-class-dec-2019	blog.posts[26].title	title	EIP Group Parenting Class Dec 2019		heading	TRUE	js	en-only	34			Parent	FALSE	FALSE		TRUE	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg
blog	posts	26 · eip-group-parenting-class-dec-2019	blog.posts[26].date	date	2019-12-10		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg
blog	posts	26 · eip-group-parenting-class-dec-2019	blog.posts[26].category	category	Events		label	TRUE	js	en-only	6				FALSE	FALSE		TRUE	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg
blog	posts	26 · eip-group-parenting-class-dec-2019	blog.posts[26].excerpt	excerpt	Parents came together at our EIP parenting class to learn about sensory integration processing and fine motor skills, and to plan home activities for their child.		body	TRUE	js	en-only	162			Child;Parent;Parents	FALSE	FALSE		TRUE	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg
blog	posts	26 · eip-group-parenting-class-dec-2019	blog.posts[26].thumbnail	thumbnail	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg		non-copy	FALSE	js	en-only	57			Parent	FALSE	FALSE		TRUE	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg
blog	posts	26	blog.posts[26].tags[0]	tags	parenting		list-item	TRUE	js	en-only	9			Parent	FALSE	FALSE		FALSE	
blog	posts	26	blog.posts[26].tags[1]	tags	eip		list-item	TRUE	js	en-only	3				FALSE	FALSE		FALSE	
blog	posts	26	blog.posts[26].tags[2]	tags	sensory integration		list-item	TRUE	js	en-only	19				FALSE	FALSE		FALSE	
blog	posts	26 · eip-group-parenting-class-dec-2019	blog.posts[26].localUrl	localUrl	./post-eip-group-parenting-class-dec-2019.html		non-copy	FALSE	js	en-only	46			Parent	FALSE	FALSE		TRUE	assets/img/blog/eip-group-parenting-class-dec-2019/01.jpg
blog	posts	27 · registrations-eip-2020-are-now-open	blog.posts[27].id	id	registrations-eip-2020-are-now-open		non-copy	FALSE	js	en-only	35				FALSE	FALSE		TRUE	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg
blog	posts	27 · registrations-eip-2020-are-now-open	blog.posts[27].title	title	Registrations EIP 2020 are now open!		heading	TRUE	js	en-only	36				FALSE	FALSE		TRUE	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg
blog	posts	27 · registrations-eip-2020-are-now-open	blog.posts[27].date	date	2019-12-08		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg
blog	posts	27 · registrations-eip-2020-are-now-open	blog.posts[27].category	category	Events		label	TRUE	js	en-only	6				FALSE	FALSE		TRUE	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg
blog	posts	27 · registrations-eip-2020-are-now-open	blog.posts[27].excerpt	excerpt	Registrations for the 2020 Early Intervention Program, a highly individualised, therapy-based group program for children, are now open.		body	TRUE	js	en-only	135			Early Intervention;Early Intervention Program;Child;Children	FALSE	FALSE		TRUE	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg
blog	posts	27 · registrations-eip-2020-are-now-open	blog.posts[27].thumbnail	thumbnail	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg		non-copy	FALSE	js	en-only	58				FALSE	FALSE		TRUE	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg
blog	posts	27	blog.posts[27].tags[0]	tags	eip		list-item	TRUE	js	en-only	3				FALSE	FALSE		FALSE	
blog	posts	27	blog.posts[27].tags[1]	tags	early intervention		list-item	TRUE	js	en-only	18			Early Intervention	FALSE	FALSE		FALSE	
blog	posts	27 · registrations-eip-2020-are-now-open	blog.posts[27].localUrl	localUrl	./post-registrations-eip-2020-are-now-open.html		non-copy	FALSE	js	en-only	47				FALSE	FALSE		TRUE	assets/img/blog/registrations-eip-2020-are-now-open/01.jpg
blog	posts	28 · final-2019-free-screening-for-epic-eip-state-of-selangor	blog.posts[28].id	id	final-2019-free-screening-for-epic-eip-state-of-selangor		non-copy	FALSE	js	en-only	56				FALSE	FALSE		TRUE	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg
blog	posts	28 · final-2019-free-screening-for-epic-eip-state-of-selangor	blog.posts[28].title	title	Final 2019 Free Screening for EPIC EIP State of Selangor		heading	TRUE	js	en-only	56				FALSE	FALSE		TRUE	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg
blog	posts	28 · final-2019-free-screening-for-epic-eip-state-of-selangor	blog.posts[28].date	date	2019-11-17		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg
blog	posts	28 · final-2019-free-screening-for-epic-eip-state-of-selangor	blog.posts[28].category	category	Events		label	TRUE	js	en-only	6				FALSE	FALSE		TRUE	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg
blog	posts	28 · final-2019-free-screening-for-epic-eip-state-of-selangor	blog.posts[28].excerpt	excerpt	Urbane Ethos wraps up its 8th and final free developmental screening for Selangor, having screened over 500 children across four years of the programme.		body	TRUE	js	en-only	152			Child;Children	FALSE	FALSE		TRUE	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg
blog	posts	28 · final-2019-free-screening-for-epic-eip-state-of-selangor	blog.posts[28].thumbnail	thumbnail	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg		non-copy	FALSE	js	en-only	79				FALSE	FALSE		TRUE	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg
blog	posts	28	blog.posts[28].tags[0]	tags	free screening		list-item	TRUE	js	en-only	14				FALSE	FALSE		FALSE	
blog	posts	28	blog.posts[28].tags[1]	tags	early intervention		list-item	TRUE	js	en-only	18			Early Intervention	FALSE	FALSE		FALSE	
blog	posts	28	blog.posts[28].tags[2]	tags	selangor		list-item	TRUE	js	en-only	8				FALSE	FALSE		FALSE	
blog	posts	28 · final-2019-free-screening-for-epic-eip-state-of-selangor	blog.posts[28].localUrl	localUrl	./post-final-2019-free-screening-for-epic-eip-state-of-selangor.html		non-copy	FALSE	js	en-only	68				FALSE	FALSE		TRUE	assets/img/blog/final-2019-free-screening-for-epic-eip-state-of-selangor/01.jpg
blog	posts	29 · congratulations-to-a-new-beginning	blog.posts[29].id	id	congratulations-to-a-new-beginning		non-copy	FALSE	js	en-only	34				FALSE	FALSE		TRUE	assets/img/blog/congratulations-to-a-new-beginning/01.jpg
blog	posts	29 · congratulations-to-a-new-beginning	blog.posts[29].title	title	Congratulations to a new beginning		heading	TRUE	js	en-only	34				FALSE	FALSE		TRUE	assets/img/blog/congratulations-to-a-new-beginning/01.jpg
blog	posts	29 · congratulations-to-a-new-beginning	blog.posts[29].date	date	2019-11-16		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/congratulations-to-a-new-beginning/01.jpg
blog	posts	29 · congratulations-to-a-new-beginning	blog.posts[29].category	category	Notices		label	TRUE	js	en-only	7				FALSE	FALSE		TRUE	assets/img/blog/congratulations-to-a-new-beginning/01.jpg
blog	posts	29 · congratulations-to-a-new-beginning	blog.posts[29].excerpt	excerpt	A heartfelt congratulations as a few of our early-intervention kiddos prepare to head into mainstream elementary school in January 2020.		body	TRUE	js	en-only	136				FALSE	FALSE		TRUE	assets/img/blog/congratulations-to-a-new-beginning/01.jpg
blog	posts	29 · congratulations-to-a-new-beginning	blog.posts[29].thumbnail	thumbnail	assets/img/blog/congratulations-to-a-new-beginning/01.jpg		non-copy	FALSE	js	en-only	57				FALSE	FALSE		TRUE	assets/img/blog/congratulations-to-a-new-beginning/01.jpg
blog	posts	29	blog.posts[29].tags[0]	tags	milestones		list-item	TRUE	js	en-only	10				FALSE	FALSE		FALSE	
blog	posts	29	blog.posts[29].tags[1]	tags	eip		list-item	TRUE	js	en-only	3				FALSE	FALSE		FALSE	
blog	posts	29 · congratulations-to-a-new-beginning	blog.posts[29].localUrl	localUrl	./post-congratulations-to-a-new-beginning.html		non-copy	FALSE	js	en-only	46				FALSE	FALSE		TRUE	assets/img/blog/congratulations-to-a-new-beginning/01.jpg
blog	posts	30 · saturdays-at-ue	blog.posts[30].id	id	saturdays-at-ue		non-copy	FALSE	js	en-only	15			Saturday	FALSE	FALSE		TRUE	assets/img/blog/saturdays-at-ue/01.jpg
blog	posts	30 · saturdays-at-ue	blog.posts[30].title	title	Saturdays at UE		heading	TRUE	js	en-only	15			Saturday	FALSE	FALSE		TRUE	assets/img/blog/saturdays-at-ue/01.jpg
blog	posts	30 · saturdays-at-ue	blog.posts[30].date	date	2019-10-19		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/saturdays-at-ue/01.jpg
blog	posts	30 · saturdays-at-ue	blog.posts[30].category	category	Events		label	TRUE	js	en-only	6				FALSE	FALSE		TRUE	assets/img/blog/saturdays-at-ue/01.jpg
blog	posts	30 · saturdays-at-ue	blog.posts[30].excerpt	excerpt	A packed Saturday at UE — a guest AAC session with a speech-language pathologist, a TV3 drama shoot collaboration, and the final 2019 Free EIP Screening sessions.		body	TRUE	js	en-only	162			Session;Saturday	FALSE	FALSE		TRUE	assets/img/blog/saturdays-at-ue/01.jpg
blog	posts	30 · saturdays-at-ue	blog.posts[30].thumbnail	thumbnail	assets/img/blog/saturdays-at-ue/01.jpg		non-copy	FALSE	js	en-only	38			Saturday	FALSE	FALSE		TRUE	assets/img/blog/saturdays-at-ue/01.jpg
blog	posts	30	blog.posts[30].tags[0]	tags	speech therapy		list-item	TRUE	js	en-only	14			Speech Therapy	FALSE	FALSE		FALSE	
blog	posts	30	blog.posts[30].tags[1]	tags	event		list-item	TRUE	js	en-only	5				FALSE	FALSE		FALSE	
blog	posts	30	blog.posts[30].tags[2]	tags	special needs		list-item	TRUE	js	en-only	13				FALSE	FALSE		FALSE	
blog	posts	30 · saturdays-at-ue	blog.posts[30].localUrl	localUrl	./post-saturdays-at-ue.html		non-copy	FALSE	js	en-only	27			Saturday	FALSE	FALSE		TRUE	assets/img/blog/saturdays-at-ue/01.jpg
blog	posts	31 · do-you-know-the-warning-signs	blog.posts[31].id	id	do-you-know-the-warning-signs		non-copy	FALSE	js	en-only	29				FALSE	FALSE		TRUE	assets/img/blog/do-you-know-the-warning-signs/01.jpg
blog	posts	31 · do-you-know-the-warning-signs	blog.posts[31].title	title	Do you know the warning signs?		heading	TRUE	js	en-only	30				FALSE	FALSE		TRUE	assets/img/blog/do-you-know-the-warning-signs/01.jpg
blog	posts	31 · do-you-know-the-warning-signs	blog.posts[31].date	date	2019-10-18		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/do-you-know-the-warning-signs/01.jpg
blog	posts	31 · do-you-know-the-warning-signs	blog.posts[31].category	category	Development		label	TRUE	js	en-only	11				FALSE	FALSE		TRUE	assets/img/blog/do-you-know-the-warning-signs/01.jpg
blog	posts	31 · do-you-know-the-warning-signs	blog.posts[31].excerpt	excerpt	Know the early warning signs of developmental delay and reach out to Urbane Ethos for support.		body	TRUE	js	en-only	94				FALSE	FALSE		TRUE	assets/img/blog/do-you-know-the-warning-signs/01.jpg
blog	posts	31 · do-you-know-the-warning-signs	blog.posts[31].thumbnail	thumbnail	assets/img/blog/do-you-know-the-warning-signs/01.jpg		non-copy	FALSE	js	en-only	52				FALSE	FALSE		TRUE	assets/img/blog/do-you-know-the-warning-signs/01.jpg
blog	posts	31	blog.posts[31].tags[0]	tags	warning signs		list-item	TRUE	js	en-only	13				FALSE	FALSE		FALSE	
blog	posts	31	blog.posts[31].tags[1]	tags	early intervention		list-item	TRUE	js	en-only	18			Early Intervention	FALSE	FALSE		FALSE	
blog	posts	31 · do-you-know-the-warning-signs	blog.posts[31].localUrl	localUrl	./post-do-you-know-the-warning-signs.html		non-copy	FALSE	js	en-only	41				FALSE	FALSE		TRUE	assets/img/blog/do-you-know-the-warning-signs/01.jpg
blog	posts	32 · apa-itu-aac	blog.posts[32].id	id	apa-itu-aac		non-copy	FALSE	js	en-only	11				FALSE	FALSE		TRUE	assets/img/blog/apa-itu-aac/01.jpg
blog	posts	32 · apa-itu-aac	blog.posts[32].title	title	Apa itu AAC?		heading	TRUE	js	en-only	12				FALSE	FALSE		TRUE	assets/img/blog/apa-itu-aac/01.jpg
blog	posts	32 · apa-itu-aac	blog.posts[32].date	date	2019-10-18		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/apa-itu-aac/01.jpg
blog	posts	32 · apa-itu-aac	blog.posts[32].category	category	Speech & Language		label	TRUE	js	en-only	17				FALSE	FALSE		TRUE	assets/img/blog/apa-itu-aac/01.jpg
blog	posts	32 · apa-itu-aac	blog.posts[32].excerpt	excerpt	Sesi perbincangan mengenai AAC di Urbane Ethos, Denai Alam pada 19 Oktober 2019 bersama Lauren Reyes-Yu.		body	TRUE	js	en-only	104				FALSE	FALSE		TRUE	assets/img/blog/apa-itu-aac/01.jpg
blog	posts	32 · apa-itu-aac	blog.posts[32].thumbnail	thumbnail	assets/img/blog/apa-itu-aac/01.jpg		non-copy	FALSE	js	en-only	34				FALSE	FALSE		TRUE	assets/img/blog/apa-itu-aac/01.jpg
blog	posts	32	blog.posts[32].tags[0]	tags	aac		list-item	TRUE	js	en-only	3				FALSE	FALSE		FALSE	
blog	posts	32	blog.posts[32].tags[1]	tags	speech therapy		list-item	TRUE	js	en-only	14			Speech Therapy	FALSE	FALSE		FALSE	
blog	posts	32 · apa-itu-aac	blog.posts[32].localUrl	localUrl	./post-apa-itu-aac.html		non-copy	FALSE	js	en-only	23				FALSE	FALSE		TRUE	assets/img/blog/apa-itu-aac/01.jpg
blog	posts	33 · free-screening-for-development-delays	blog.posts[33].id	id	free-screening-for-development-delays		non-copy	FALSE	js	en-only	37				FALSE	FALSE		TRUE	assets/img/blog/free-screening-for-development-delays/01.jpg
blog	posts	33 · free-screening-for-development-delays	blog.posts[33].title	title	Free Screening for Development Delays		heading	TRUE	js	en-only	37				FALSE	FALSE		TRUE	assets/img/blog/free-screening-for-development-delays/01.jpg
blog	posts	33 · free-screening-for-development-delays	blog.posts[33].date	date	2019-09-22		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/free-screening-for-development-delays/01.jpg
blog	posts	33 · free-screening-for-development-delays	blog.posts[33].category	category	Events		label	TRUE	js	en-only	6				FALSE	FALSE		TRUE	assets/img/blog/free-screening-for-development-delays/01.jpg
blog	posts	33 · free-screening-for-development-delays	blog.posts[33].excerpt	excerpt	Free monthly developmental-delay screening for children aged 3 and below from lower-income Selangor families, run with MBI Selangor and Persatuan Taska Negeri Selangor.		body	TRUE	js	en-only	168			Child;Children;Families	FALSE	FALSE		TRUE	assets/img/blog/free-screening-for-development-delays/01.jpg
blog	posts	33 · free-screening-for-development-delays	blog.posts[33].thumbnail	thumbnail	assets/img/blog/free-screening-for-development-delays/01.jpg		non-copy	FALSE	js	en-only	60				FALSE	FALSE		TRUE	assets/img/blog/free-screening-for-development-delays/01.jpg
blog	posts	33	blog.posts[33].tags[0]	tags	free screening		list-item	TRUE	js	en-only	14				FALSE	FALSE		FALSE	
blog	posts	33	blog.posts[33].tags[1]	tags	developmental delays		list-item	TRUE	js	en-only	20				FALSE	FALSE		FALSE	
blog	posts	33	blog.posts[33].tags[2]	tags	events		list-item	TRUE	js	en-only	6				FALSE	FALSE		FALSE	
blog	posts	33 · free-screening-for-development-delays	blog.posts[33].localUrl	localUrl	./post-free-screening-for-development-delays.html		non-copy	FALSE	js	en-only	49				FALSE	FALSE		TRUE	assets/img/blog/free-screening-for-development-delays/01.jpg
blog	posts	34 · happy-malaysia-day	blog.posts[34].id	id	happy-malaysia-day		non-copy	FALSE	js	en-only	18				FALSE	FALSE		TRUE	assets/img/blog/happy-malaysia-day/01.jpg
blog	posts	34 · happy-malaysia-day	blog.posts[34].title	title	Happy Malaysia Day!		heading	TRUE	js	en-only	19				FALSE	FALSE		TRUE	assets/img/blog/happy-malaysia-day/01.jpg
blog	posts	34 · happy-malaysia-day	blog.posts[34].date	date	2019-09-16		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/happy-malaysia-day/01.jpg
blog	posts	34 · happy-malaysia-day	blog.posts[34].category	category	Notices		label	TRUE	js	en-only	7				FALSE	FALSE		TRUE	assets/img/blog/happy-malaysia-day/01.jpg
blog	posts	34 · happy-malaysia-day	blog.posts[34].excerpt	excerpt	A Malaysia Day greeting celebrating unity and harmony, with a note that the centre is closed for the holiday and resumes on 17 September 2019.		body	TRUE	js	en-only	142			Centre;Close;Closed	FALSE	FALSE		TRUE	assets/img/blog/happy-malaysia-day/01.jpg
blog	posts	34 · happy-malaysia-day	blog.posts[34].thumbnail	thumbnail	assets/img/blog/happy-malaysia-day/01.jpg		non-copy	FALSE	js	en-only	41				FALSE	FALSE		TRUE	assets/img/blog/happy-malaysia-day/01.jpg
blog	posts	34	blog.posts[34].tags[0]	tags	malaysia day		list-item	TRUE	js	en-only	12				FALSE	FALSE		FALSE	
blog	posts	34	blog.posts[34].tags[1]	tags	holiday		list-item	TRUE	js	en-only	7				FALSE	FALSE		FALSE	
blog	posts	34 · happy-malaysia-day	blog.posts[34].localUrl	localUrl	./post-happy-malaysia-day.html		non-copy	FALSE	js	en-only	30				FALSE	FALSE		TRUE	assets/img/blog/happy-malaysia-day/01.jpg
blog	posts	35 · can-my-child-benefit-from-aac	blog.posts[35].id	id	can-my-child-benefit-from-aac		non-copy	FALSE	js	en-only	29			Child	FALSE	FALSE		TRUE	assets/img/blog/can-my-child-benefit-from-aac/01.jpg
blog	posts	35 · can-my-child-benefit-from-aac	blog.posts[35].title	title	Can My Child Benefit From AAC?		heading	TRUE	js	en-only	30			Child	FALSE	FALSE		TRUE	assets/img/blog/can-my-child-benefit-from-aac/01.jpg
blog	posts	35 · can-my-child-benefit-from-aac	blog.posts[35].date	date	2019-09-10		non-copy	FALSE	js	en-only	10				FALSE	FALSE		TRUE	assets/img/blog/can-my-child-benefit-from-aac/01.jpg
